,Variable,Climate,Hue,Season,max,75%,50%,25%,min,std,mean,count
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.0865442289883618,1.0486504393046747,1.0159184774185959,0.9888540607281759,0.9773352753754092,0.03645036771763672,1.020040654609177,15.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Cotton,summer,1.0261751850831884,1.0204499139968104,1.0147246429104326,1.0056401799981325,0.9965557170858322,0.014936184620557635,1.012485181693151,3.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Wheat,summer,1.0300564943342803,1.0099956874998732,0.9899348806654664,0.9698740738310594,0.9498132669966525,0.05674053019473036,0.9899348806654664,2.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Other,summer,1.0743136010848917,1.0413112707827676,1.0118816233861845,0.9823895350092243,0.9504880816179858,0.03400495416315594,1.011706912218065,22.0
srad bias ratio,srad,Cfa: Humid subtropical,Alfalfa,summer,1.016727145172752,1.016727145172752,1.016727145172752,1.016727145172752,1.016727145172752,,1.016727145172752,1.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.261974984743164,1.0905615650259908,1.0736958020557783,1.0508520009055948,0.9604755060665002,0.04861348842874853,1.0727394809747697,45.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.0637503827945642,1.0625563666565923,1.0613553690841093,1.0603596281102914,1.0597813817683155,0.0017639537581725523,1.0615606256827745,4.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.1494037710461893,1.1494037710461893,1.1494037710461893,1.1494037710461893,1.1494037710461893,,1.1494037710461893,1.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.0413711624126694,1.0389464403883084,1.0365217183639475,1.0275672851207072,1.0186128518774669,0.01198739132609052,1.0321685775513612,3.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.3324318366013257,1.0849856573748442,1.0646439158462595,1.0442552248075396,0.9457347160971056,0.054159062430931285,1.0691510881149473,58.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.0859987003962153,1.0055059859017992,0.9805244546054319,0.9630260613417214,0.9149235023356209,0.04006300662851794,0.9858359942917382,19.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.0102323709223322,0.9869775211916951,0.9685361257340427,0.9379431202785518,0.9011726052532519,0.03534949175632862,0.9625572145556627,15.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.1872281984249107,0.9720988187326369,0.925091285440919,0.877487729814859,0.7163792661701647,0.0819546493906588,0.9310317849915988,81.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.0553232286091982,0.9054077359371528,0.869956203699142,0.8449366633491553,0.6837704178462218,0.06236882972594076,0.8787069736954026,33.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,0.9604771416851852,0.9502788594904608,0.9400805772957362,0.8952607152843297,0.8504408532729233,0.05853671885993936,0.9169995240846149,3.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.0464980385215175,1.0042420539450392,0.9872586956192022,0.9622522117391539,0.8570008905379063,0.05401561083057588,0.978082431908896,14.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.2329463591040384,0.9957085974309641,0.9471555187258696,0.8895650267824093,0.6890577607608502,0.08941985734457085,0.9411018895292271,68.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Alfalfa,summer,0.9988529402570264,0.9123387619567301,0.8551451523082227,0.8075869391141977,0.6799636791689078,0.09581427136936477,0.8514861765327005,15.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Cotton,summer,0.8524672891273127,0.6679578104396715,0.4834483317520302,0.4375005211653314,0.39155271057863256,0.2439474140096224,0.5758227771526585,3.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Wheat,summer,0.9760689532121083,0.9645619826345821,0.953055012057056,0.9415480414795299,0.9300410709020037,0.032546627705131274,0.953055012057056,2.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Other,summer,1.1722709345081301,0.939248946500551,0.8614766462895183,0.8130705692132484,0.6601178918669608,0.1112897096882537,0.8702611260822303,22.0
ea bias ratio,ea,Cfa: Humid subtropical,Alfalfa,summer,0.9342864592430267,0.9342864592430267,0.9342864592430267,0.9342864592430267,0.9342864592430267,,0.9342864592430267,1.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.1730879257167315,0.980450089928353,0.9461106795411478,0.9172411874108368,0.7859890170029066,0.07421317212450453,0.9489566341799451,45.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,0.9668865453045887,0.9639459703323221,0.9607892030369655,0.9330643597979955,0.8564195569948886,0.0533082674588962,0.936221127093352,4.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,0.7637522842083737,0.7637522842083737,0.7637522842083737,0.7637522842083737,0.7637522842083737,,0.7637522842083737,1.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.0110308807331032,0.991495999550168,0.9719611183672329,0.9464948283439667,0.9210285383207006,0.04513128198423157,0.9680068458070122,3.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.151431527090795,0.9853043522172124,0.9473602047132539,0.863576438335036,0.7033199791999587,0.08661637677111647,0.9263883922127221,58.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.0928945456741417,0.9758993012994241,0.9287558139324509,0.8766624071233217,0.8236814770287875,0.07640723873908081,0.9338192638588994,19.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.0623182259316222,0.9850825166309995,0.9393209832155655,0.824619546904876,0.7377597514215902,0.10080159189542769,0.9081572444558539,15.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,4.390068746,1.40226748,0.698649969,0.116854009,-1.072134489,1.0985097839720168,0.8810579239999999,81.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,4.051214098,0.825630728,0.596515442,0.244048472,-0.394995425,0.7504667469229994,0.6366401332727272,33.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.658098051,1.5315314720000002,1.404964893,1.3301212645,1.255277636,0.20361195009462213,1.43944686,3.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.548827002,0.5300264905000001,0.346760001,-0.1586390605,-0.775420249,0.697704889521327,0.3130658761333333,15.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,3.013392834,1.48816128175,0.7584553985,0.022252285500000003,-2.08971365,1.0400521285524804,0.8176361224411766,68.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Alfalfa,summer,3.51176286,2.6851565385,1.998328622,1.2599715865,-0.603961332,1.1327806264370388,1.9455544616666667,15.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Cotton,summer,4.649518984,3.5943269975,2.539135011,1.6499485095,0.760762008,1.9467392339363778,2.649805334333333,3.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Wheat,summer,3.643592719,3.3936642135,3.143735708,2.8938072024999997,2.643878697,0.7069045642034774,3.143735708,2.0
tmin bias (°C),tmin,BWh + BWk: Hot and cold desert,Other,summer,5.1557747,2.3410996585,1.7138143045,0.881635631,-1.978015761,1.6306353116948626,1.907192129,22.0
tmin bias (°C),tmin,Cfa: Humid subtropical,Alfalfa,summer,0.992390825,0.992390825,0.992390825,0.992390825,0.992390825,,0.992390825,1.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,3.693610141,1.114413527,0.484021469,0.034554405,-1.456410067,1.0246195477888287,0.6035254391777778,45.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.676632055,0.93475727375,0.3502182155,-0.060627496249999996,-0.281422238,0.8689337386062489,0.523911562,4.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,-0.068566881,-0.068566881,-0.068566881,-0.068566881,-0.068566881,,-0.068566881,1.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,0.207622047,0.1146712745,0.021720502,-0.030411087,-0.082542676,0.14698399073465646,0.048933291,3.0
tmin bias (°C),tmin,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,5.4916173,1.26079287125,0.616424605,0.17003796275,-1.505562047,1.0694655287549997,0.7264095438103447,58.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,3.081517944,1.364756502,0.363900973,-0.50882424,-1.325261504,1.3860730966277457,0.6437867172105264,19.0
tmin bias (°C),tmin,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,2.988397541,1.8720462345,1.034308685,0.032967262,-1.299197692,1.2013948759043016,0.9603014200666667,15.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,2.174164142,0.824698085,0.235486453,-0.25655539,-1.556268839,0.7912944180734439,0.2181842771111111,81.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.694326276,0.715710907,0.385360606,-0.099312584,-0.758244649,0.5907775631248932,0.3407305428787879,33.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.795012139,1.46368597,1.132359801,1.0992924020000001,1.066225003,0.40303279894702726,1.331198981,3.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,2.555119767,0.565067039,0.351117565,-0.077941188,-1.17233077,0.9232802882096619,0.3136211606,15.0
tmax bias (°C),tmax,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,3.819209312,1.118808898,0.2724678335,-0.15514283625,-1.401986391,0.9727306830074189,0.521260233485294,68.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Alfalfa,summer,3.392478497,1.3549410385,0.661699919,0.41432926999999997,-0.005794774,1.064324361934138,1.0726565142666666,15.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Cotton,summer,2.463406965,1.8760915169999999,1.288776069,0.4788145960000001,-0.331146877,1.4031773033994457,1.1403453856666668,3.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Wheat,summer,0.641942619,0.41508860825000005,0.18823459750000004,-0.03861941325000001,-0.265473424,0.6416400373627638,0.18823459750000002,2.0
tmax bias (°C),tmax,BWh + BWk: Hot and cold desert,Other,summer,3.015533545,1.6040058902499998,1.010313402,0.23511908974999998,-0.660725061,0.9774893742489634,0.9915957706818183,22.0
tmax bias (°C),tmax,Cfa: Humid subtropical,Alfalfa,summer,-0.978897759,-0.978897759,-0.978897759,-0.978897759,-0.978897759,,-0.978897759,1.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,3.270130992,1.340019101,0.688583059,-0.140949802,-1.511105344,1.0680363585204893,0.5891799038,45.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.736179125,0.8187618465,0.21477351899999997,-0.0949225765,-0.129463159,0.8688244788035316,0.509065751,4.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.336529152,1.336529152,1.336529152,1.336529152,1.336529152,,1.336529152,1.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,-0.096016876,-0.5314162005,-0.966815525,-1.146972918,-1.327130311,0.6329504090563954,-0.7966542373333333,3.0
tmax bias (°C),tmax,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,3.023851629,1.855960766,0.9945292825000001,0.266395225,-0.906320041,0.9694942696174438,1.0271237609827588,58.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.267490864,0.238143416,-0.020905971,-0.217976761,-0.8680873,0.49264014411785945,-0.029919497315789474,19.0
tmax bias (°C),tmax,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,0.581744681,0.23488169600000003,-0.210497579,-0.686998736,-1.901749316,0.6636949230464577,-0.28938251000000004,15.0
